"Үзүүлэлт","year","value"
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2016-IV",621.2
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2016-IV",4723.7
"Уул уурхайн бүтээгдэхүүн","2016-IV",4391.3
"Нүүрс","2016-IV",2412.2
"Нефть, нефтийн бүтээгдэхүүн","2016-IV",64.4
"Жонш, жоншны баяжмал","2016-IV",61.4
"Зэс болон молибдений баяжмал","2016-IV",166.4
"Төмрийн хүдэр","2016-IV",1598.1
"Цайрын баяжмал","2016-IV",28.3
"Бусад","2016-IV",60.5
"Барилгын материал","2016-IV",106.1
"Мод, модон материал","2016-IV",11.9
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2016-IV",43.3
"Түргэн муудах бүтээгдэхүүн","2016-IV",4
"ХАА-н гаралтай бүтээгдэхүүн","2016-IV",48.2
"Хар төмөр (хаягдал, рельс г.м)","2016-IV",15.6
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2016-IV",3.5
"Бусад","2016-IV",99.8
"Зорчигчид, мянган хүн","2016-IV",639.2
"Зорчигчид, мянган хүн - олон улсад зорчсон","2016-IV",18
"Зорчигчид, мянган хүн - дотоодод зорчсон","2016-IV",621.2
"Зорчигч эргэлт, сая хүн километр","2016-IV",236.6
"Шилжүүлсэн сая тонн километр","2016-IV",3604
"Тээврийн орлого, сая төгрөг","2016-IV",121201.2
"Тээсэн ачаа, мянган тонн","2016-12",1902.92
"Тээсэн ачаа, мянган тонн - дотоодод","2016-12",910.55
"Тээсэн ачаа, мянган тонн - гаргалт","2016-12",674.16
"Тээсэн ачаа, мянган тонн - оруулалт","2016-12",134.51
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2016-12",183.69
"Ачаа эргэлт, сая тонн километр","2016-12",1020.46
"Ачаа эргэлт, сая тонн километр - дотоодын","2016-12",193.32
"Ачаа эргэлт, сая тонн километр - гаргалт","2016-12",538.54
"Ачаа эргэлт, сая тонн километр - оруулалт","2016-12",84.7
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2016-12",203.9
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2016-12",1584.71
"Уул уурхайн бүтээгдэхүүн","2016-12",1505.09
"Нүүрс","2016-12",912.29
"Нефть, нефтийн бүтээгдэхүүн","2016-12",19.56
"Жонш, жоншны баяжмал","2016-12",21.61
"Зэс болон молибдений баяжмал","2016-12",58.59
"Төмрийн хүдэр","2016-12",468.67
"Цайрын баяжмал","2016-12",8.69
"Бусад","2016-12",15.7
"Барилгын материал","2016-12",11.67
"Мод, модон материал","2016-12",5.04
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2016-12",16.72
"Түргэн муудах бүтээгдэхүүн","2016-12",1
"ХАА-н гаралтай бүтээгдэхүүн","2016-12",6.38
"Хар төмөр (хаягдал, рельс г.м)","2016-12",4.02
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2016-12",0.69
"Бусад","2016-12",34.1
"Зорчигчид, мянган хүн","2016-12",199.52
"Зорчигчид, мянган хүн - олон улсад зорчсон","2016-12",0.75
"Зорчигчид, мянган хүн - дотоодод зорчсон","2016-12",198.77
"Зорчигч эргэлт, сая хүн километр","2016-12",74.66
"Шилжүүлсэн сая тонн километр","2016-12",1095.12
"Тээврийн орлого, сая төгрөг","2016-12",30650.15
"Тээсэн ачаа, мянган тонн","2016",19989.14
"Тээсэн ачаа, мянган тонн - дотоодод","2016",8537.61
"Тээсэн ачаа, мянган тонн - гаргалт","2016",7095.26
"Тээсэн ачаа, мянган тонн - оруулалт","2016",1993.97
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2016",2362.29
"Ачаа эргэлт, сая тонн километр","2016",12371
"Ачаа эргэлт, сая тонн километр - дотоодын","2016",2292.41
"Ачаа эргэлт, сая тонн километр - гаргалт","2016",6524.1
"Ачаа эргэлт, сая тонн километр - оруулалт","2016",932.34
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2016",2622.15
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2016",15632.91
"Уул уурхайн бүтээгдэхүүн","2016",13844.83
"Нүүрс","2016",6693.73
"Нефть, нефтийн бүтээгдэхүүн","2016",232.79
"Жонш, жоншны баяжмал","2016",249.68
"Зэс болон молибдений баяжмал","2016",664.78
"Төмрийн хүдэр","2016",5737.07
"Цайрын баяжмал","2016",126.3
"Бусад","2016",140.48
"Барилгын материал","2016",1028.13
"Мод, модон материал","2016",77.29
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2016",134.21
"Түргэн муудах бүтээгдэхүүн","2016",22.39
"ХАА-н гаралтай бүтээгдэхүүн","2016",73.02
"Хар төмөр (хаягдал, рельс г.м)","2016",78.84
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2016",17.26
"Бусад","2016",356.94
"Зорчигчид, мянган хүн","2016",2645.52
"Зорчигчид, мянган хүн - олон улсад зорчсон","2016",114.78
"Зорчигчид, мянган хүн - дотоодод зорчсон","2016",2530.74
"Зорчигч эргэлт, сая хүн километр","2016",955.5
"Шилжүүлсэн сая тонн километр","2016",13326.51
"Тээврийн орлого, сая төгрөг","2016",436845.21
"Тээсэн ачаа, мянган тонн","2017-01",1697.41
"Тээсэн ачаа, мянган тонн - дотоодод","2017-01",880.6
"Тээсэн ачаа, мянган тонн - гаргалт","2017-01",494.85
"Тээсэн ачаа, мянган тонн - оруулалт","2017-01",151.85
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2017-01",170.1
"Ачаа эргэлт, сая тонн километр","2017-01",841.55
"Ачаа эргэлт, сая тонн километр - дотоодын","2017-01",207.44
"Ачаа эргэлт, сая тонн километр - гаргалт","2017-01",364.7
"Ачаа эргэлт, сая тонн километр - оруулалт","2017-01",80.6
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2017-01",188.81
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2017-01",1375.46
"Уул уурхайн бүтээгдэхүүн","2017-01",1306.78
"Нүүрс","2017-01",873.77
"Нефть, нефтийн бүтээгдэхүүн","2017-01",14.46
"Жонш, жоншны баяжмал","2017-01",18.67
"Зэс болон молибдений баяжмал","2017-01",57.3
"Төмрийн хүдэр","2017-01",328.1
"Цайрын баяжмал","2017-01",8.69
"Бусад","2017-01",5.79
"Барилгын материал","2017-01",11.73
"Мод, модон материал","2017-01",4.12
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2017-01",13.84
"Түргэн муудах бүтээгдэхүүн","2017-01",1.06
"ХАА-н гаралтай бүтээгдэхүүн","2017-01",9.69
"Хар төмөр (хаягдал, рельс г.м)","2017-01",4.48
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2017-01",0.45
"Бусад","2017-01",23.29
"Зорчигчид, мянган хүн","2017-01",216.24
"Зорчигчид, мянган хүн - олон улсад зорчсон","2017-01",5.9
"Зорчигчид, мянган хүн - дотоодод зорчсон","2017-01",210.34
"Зорчигч эргэлт, сая хүн километр","2017-01",78.96
"Шилжүүлсэн сая тонн километр","2017-01",920.51
"Тээврийн орлого, сая төгрөг","2017-01",34046.98
"Тээсэн ачаа, мянган тонн","2017-02",1468.83
"Тээсэн ачаа, мянган тонн - дотоодод","2017-02",756.18
"Тээсэн ачаа, мянган тонн - гаргалт","2017-02",452.9
"Тээсэн ачаа, мянган тонн - оруулалт","2017-02",96.3
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2017-02",163.44
"Ачаа эргэлт, сая тонн километр","2017-02",789.65
"Ачаа эргэлт, сая тонн километр - дотоодын","2017-02",176.39
"Ачаа эргэлт, сая тонн километр - гаргалт","2017-02",377.12
"Ачаа эргэлт, сая тонн километр - оруулалт","2017-02",54.72
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2017-02",181.42
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2017-02",1209.09
"Уул уурхайн бүтээгдэхүүн","2017-02",1124
"Нүүрс","2017-02",734.82
"Нефть, нефтийн бүтээгдэхүүн","2017-02",70.59
"Жонш, жоншны баяжмал","2017-02",15.08
"Зэс болон молибдений баяжмал","2017-02",48.54
"Төмрийн хүдэр","2017-02",238.94
"Цайрын баяжмал","2017-02",10.04
"Бусад","2017-02",6
"Барилгын материал","2017-02",19.75
"Мод, модон материал","2017-02",7.08
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2017-02",12.28
"Түргэн муудах бүтээгдэхүүн","2017-02",0.95
"ХАА-н гаралтай бүтээгдэхүүн","2017-02",7.37
"Хар төмөр (хаягдал, рельс г.м)","2017-02",5.73
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2017-02",0.54
"Бусад","2017-02",31.4
"Зорчигчид, мянган хүн","2017-02",191.86
"Зорчигчид, мянган хүн - олон улсад зорчсон","2017-02",4.79
"Зорчигчид, мянган хүн - дотоодод зорчсон","2017-02",187.07
"Зорчигч эргэлт, сая хүн километр","2017-02",66.27
"Шилжүүлсэн сая тонн километр","2017-02",855.92
"Тээврийн орлого, сая төгрөг","2017-02",31049.14
"Тээсэн ачаа, мянган тонн","2017-I",4802.4
"Тээсэн ачаа, мянган тонн - дотоодод","2017-I",2296.3
"Тээсэн ачаа, мянган тонн - гаргалт","2017-I",1547.5
"Тээсэн ачаа, мянган тонн - оруулалт","2017-I",404.8
